CHILD,PATTERN_ABSTRACT,POS,CHILD_DER_CAT,PARENT,PARENT_PATTERN_ABSTRACT,PARENT_POS,
MASDAR:1u2o3+ap,1u2o3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2o3An,1u2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2o3An,1u2o3An,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1u2o3An,1u2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1u2o3An,1u2o3An,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2o3An,1u2o3An,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2uw3,1u2uw3,NOUN,N_VERB_I,V_I:1a2a3,1a2a3,VERB,
MASDAR:1u2uw3,1u2uw3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2uw3,1u2uw3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR:1u2uw3,1u2uw3,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2uw3,1u2uw3,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2uw3+ap,1u2uw3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2uw3+ap,1u2uw3+ap,NOUN,N_VERB_I,V_I:1a2i3,1a2i3,VERB,
MASDAR:1u2uw3+ap,1u2uw3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:1u2uw3+ap,1u2uw3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
MASDAR:1u2uw3+ap,1u2uw3+ap,NOUN,N_VERB_I,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_EXAG: 1a2i3,1a2i3,ADJ,N_EXAG,DES_ADJ:1A2i3,1A2i3,ADJ,
N_EXAG: 1a2uw3,1a2uw3,ADJ,N_EXAG,DES_ADJ:1A2i3,1A2i3,ADJ,
N_EXAG: mi1o2A3,mi1o2A3,ADJ,N_EXAG,DES_ADJ:1A2i3,1A2i3,ADJ,
N_EXAG:1a2~A3,1a2~A3,ADJ,N_EXAG,DES_ADJ:1A2i3,1A2i3,ADJ,
N_INST:1a2o3+ap,1a2o3+ap,NOUN,N_INST,V_I:1a2a3,1a2a3,VERB,
N_INST:1a2o3+ap,1a2o3+ap,NOUN,N_INST,V_I:1a2i3,1a2i3,VERB,
N_INST:1a2o3+ap,1a2o3+ap,NOUN,N_INST,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INST:1a2o3+ap,1a2o3+ap,NOUN,N_INST,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INST:1a2o3+ap,1a2o3+ap,NOUN,N_INST,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:1a2~A3+ap,1a2~A3+ap,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:1a2~A3+ap,1a2~A3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:1a2~A3+ap,1a2~A3+ap,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:1a2~A3+ap,1a2~A3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:1a2~A3+ap,1a2~A3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:1a2~A3,1a2~A3,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:1a2~A3,1a2~A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:1a2~A3,1a2~A3,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:1a2~A3,1a2~A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:1a2~A3,1a2~A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_LOC:ma1o2a3,ma1o2a3,NOUN,N_LOC,V_I:1a2a3,1a2a3,VERB,
N_LOC:ma1o2a3,ma1o2a3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_LOC:ma1o2a3,ma1o2a3,NOUN,N_LOC,V_I:1a2i3,1a2i3,VERB,
N_LOC:ma1o2a3,ma1o2a3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_LOC:ma1o2a3,ma1o2a3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_LOC:ma1o2a3+ap,ma1o2a3+ap,NOUN,N_LOC,V_I:1a2a3,1a2a3,VERB,
N_LOC:ma1o2a3+ap,ma1o2a3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_LOC:ma1o2a3+ap,ma1o2a3+ap,NOUN,N_LOC,V_I:1a2i3,1a2i3,VERB,
N_LOC:ma1o2a3+ap,ma1o2a3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_LOC:ma1o2a3+ap,ma1o2a3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_LOC:ma1o2i3,ma1o2i3,NOUN,N_LOC,V_I:1a2a3,1a2a3,VERB,
N_LOC:ma1o2i3,ma1o2i3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_LOC:ma1o2i3,ma1o2i3,NOUN,N_LOC,V_I:1a2i3,1a2i3,VERB,
N_LOC:ma1o2i3,ma1o2i3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_LOC:ma1o2i3,ma1o2i3,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_LOC:ma1o2i3+ap,ma1o2i3+ap,NOUN,N_LOC,V_I:1a2a3,1a2a3,VERB,
N_LOC:ma1o2i3+ap,ma1o2i3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_LOC:ma1o2i3+ap,ma1o2i3+ap,NOUN,N_LOC,V_I:1a2i3,1a2i3,VERB,
N_LOC:ma1o2i3+ap,ma1o2i3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_LOC:ma1o2i3+ap,ma1o2i3+ap,NOUN,N_LOC,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:mi1o2A3,mi1o2A3,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:mi1o2a3,mi1o2a3,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:mi1o2A3,mi1o2A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:mi1o2a3,mi1o2a3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:mi1o2A3,mi1o2A3,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:mi1o2a3,mi1o2a3,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:mi1o2A3,mi1o2A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:mi1o2a3,mi1o2a3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:mi1o2A3,mi1o2A3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:mi1o2a3,mi1o2a3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:mi1o2a3+ap,mi1o2a3+ap,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:mi1o2a3+ap,mi1o2a3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:mi1o2a3+ap,mi1o2a3+ap,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:mi1o2a3+ap,mi1o2a3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:mi1o2a3+ap,mi1o2a3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:1ِA2i3+ap,1A2i3+ap,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:1ِA2i3+ap,1A2i3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:1ِA2i3+ap,1A2i3+ap,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:1ِA2i3+ap,1A2i3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:1ِA2i3+ap,1A2i3+ap,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:1ِa2uw3,1a2uw3,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:1ِa2uw3,1a2uw3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:1ِa2uw3,1a2uw3,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:1ِa2uw3,1a2uw3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:1ِa2uw3,1a2uw3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
N_INSTR:mi1a2~i3,mi1a2~i3,NOUN,N_INSTR,V_I:1a2a3,1a2a3,VERB,
N_INSTR:mi1a2~i3,mi1a2~i3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
N_INSTR:mi1a2~i3,mi1a2~i3,NOUN,N_INSTR,V_I:1a2i3,1a2i3,VERB,
N_INSTR:mi1a2~i3,mi1a2~i3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
N_INSTR:mi1a2~i3,mi1a2~i3,NOUN,N_INSTR,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2a3,1a2a3,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2i3,1a2i3,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2u3,1a2u3,VERB,
PASS_PRTC:ma1o2uw3,ma1o2uw3,ADJ,PASS_PRTC,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
ROOT,ROOT,ROOT,ROOT,NONE,None,NONE,
V_I:1a2a3,1a2a3,VERB,VERB_I,ROOT,ROOT,ROOT,
V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,VERB_I,ROOT,ROOT,ROOT,
V_I:1a2u3_INTRANS,1a2u3_INTRANS,VERB,VERB_I,ROOT,ROOT,ROOT,
V_I:1a2i3,1a2i3,VERB,VERB_I,ROOT,ROOT,ROOT,
V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,VERB_I,ROOT,ROOT,ROOT,
ACT_PRTC:mu1a2~i3,mu1a2~i3,ADJ,ACT_PRTC,V_II:1a2~a3,1a2~a3,VERB,
QUAD_PASS_PRTC:mu1a2o3a4,mu1a2o3a4,ADJ,PASS_PRTC,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_PASS_PRTC:mu1a2o3a4,mu1a2o3a4,ADJ,PASS_PRTC,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_MASDAR:1a2o3a4+ap,1a2o3a4+ap,NOUN,N_QUAD_VERB_I,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
ACT_PRTC:mu1a2~i3,mu1a2~i3,ADJ,ACT_PRTC,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
QUAD_MASDAR:1a2o3a4+ap,1a2o3a4+ap,NOUN,N_QUAD_VERB_I,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_II:ta1a2o3a4_INSTANCE,ta1a2o3a4_INSTANCE,VERB,VERB_II,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_IV:{i1o2a3a4_INSTANCE,{i1o2a3a4_INSTANCE,VERB,VERB_IV,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_II:ta1a2o3a4_INSTANCE,ta1a2o3a4,VERB,VERB_II,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_IV:{i1o2a3a4_INSTANCE,{i1o2a3a4 ,VERB,VERB_IV,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_II:ta1a2o3a4_INSTANCE,ta1a2o3a4_INSTANCE,VERB,VERB_II,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_IV:{i1o2a3a4_INSTANCE,{i1o2a3a4_INSTANCE,VERB,VERB_IV,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_II:ta1a2o3a4_INSTANCE,ta1a2o3a4,VERB,VERB_II,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_IV:{i1o2a3a4_INSTANCE,{i1o2a3a4 ,VERB,VERB_IV,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_II:ta1a2o3a4,ta1a2o3a4_INSTANCE,VERB,VERB_II,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_IV:{i1o2a3a4,{i1o2a3a4_INSTANCE,VERB,VERB_IV,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_II:ta1a2o3a4,ta1a2o3a4,VERB,VERB_II,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_IV:{i1o2a3a4,{i1o2a3a4 ,VERB,VERB_IV,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_V_II:ta1a2o3a4,ta1a2o3a4_INSTANCE,VERB,VERB_II,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_IV:{i1o2a3a4,{i1o2a3a4_INSTANCE,VERB,VERB_IV,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_II:ta1a2o3a4,ta1a2o3a4,VERB,VERB_II,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_V_IV:{i1o2a3a4,{i1o2a3a4 ,VERB,VERB_IV,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
ACT_PRTC:mu1A2i3,mu1A2i3,ADJ,ACT_PRTC,V_III:1A2a3,1A2a3,VERB,
QUAD_MASDAR:ta1a2o3u4,ta1a2o3u4,NOUN,N_QUAD_VERB_II,QUAD_V_II:ta1a2o3a4_INTRANS,ta1a2o3a4_INTRANS,VERB,
QUAD_MASDAR:ta1a2o3u4,ta1a2o3u4,NOUN,N_QUAD_VERB_II,QUAD_V_II:ta1a2o3a4,ta1a2o3a4,VERB,
ACT_PRTC:mu1A2i3,mu1A2i3,ADJ,ACT_PRTC,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
QUAD_MASDAR:{i1o2i3o4A4,{i1o2i3o4A4,NOUN,N_QUAD_VERB_IV,QUAD_V_IV:{i1o2a3a4_INTRANS,{i1o2a3a4_INTRANS,VERB,
QUAD_MASDAR:{i1o2i3o4A4,{i1o2i3o4A4,NOUN,N_QUAD_VERB_IV,QUAD_V_IV:{i1o2a3a4,{i1o2a3a4,VERB,
QUAD_V_I:1a2o3a4,1a2o3a4,VERB,VERB_I,ROOT,ROOT,VERB,
V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,VERB_II,V_I:1a2a3,1a2a3,VERB,
V_II:1a2~a3,1a2~a3,VERB,VERB_II,V_I:1a2a3,1a2a3,VERB,
V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_II:1a2~a3,1a2~a3,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,VERB_II,V_I:1a2i3,1a2i3,VERB,
V_II:1a2~a3,1a2~a3,VERB,VERB_II,V_I:1a2i3,1a2i3,VERB,
V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_II:1a2~a3,1a2~a3,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_II:1a2~a3,1a2~a3,VERB,VERB_II,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,VERB_III,V_I:1a2a3,1a2a3,VERB,
V_III:1A2a3,1A2a3,VERB,VERB_III,V_I:1a2a3,1a2a3,VERB,
V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_III:1A2a3,1A2a3,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,VERB_III,V_I:1a2i3,1a2i3,VERB,
V_III:1A2a3,1A2a3,VERB,VERB_III,V_I:1a2i3,1a2i3,VERB,
V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_III:1A2a3,1A2a3,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_III:1A2a3,1A2a3,VERB,VERB_III,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_IV:>a1o2a3,>a1o2a3,VERB,VERB_IV,V_I:1a2a3,1a2a3,VERB,
V_VII:{ino1a2a3_INTRANS,{ino1a2a3_INTRANS,VERB,VERB_VII,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_VII:{ino1a2a3_INTRANS,{ino1a2a3_INTRANS,VERB,VERB_VII,V_I:1a2a3,1a2a3,VERB,
V_VII:{ino1a2a3_INTRANS,{ino1a2a3_INTRANS,VERB,VERB_VII,V_I:1a2i3,1a2i3,VERB,
V_VII:{ino1a2a3_INTRANS,{ino1a2a3_INTRANS,VERB,VERB_VII,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_VII:{ino1a2a3_INTRANS,{ino1a2a3_INTRANS,VERB,VERB_VII,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_VIII:{i1ota2a3,{i1ota2a3,VERB,VERB_VIII,V_I:1a2a3,1a2a3,VERB,
V_VIII:{i1ota2a3_INTRANS,{i1ota2a3_INTRANS,VERB,VERB_VIII,V_I:1a2a3,1a2a3,VERB,
V_VIII:{i1ota2a3,{i1ota2a3,VERB,VERB_VIII,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_VIII:{i1ota2a3_INTRANS,{i1ota2a3_INTRANS,VERB,VERB_VIII,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_VIII:{i1ota2a3,{i1ota2a3,VERB,VERB_VIII,V_I:1a2i3,1a2i3,VERB,
V_VIII:{i1ota2a3_INTRANS,{i1ota2a3_INTRANS,VERB,VERB_VIII,V_I:1a2i3,1a2i3,VERB,
V_VIII:{i1ota2a3,{i1ota2a3,VERB,VERB_VIII,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_VIII:{i1ota2a3_INTRANS,{i1ota2a3_INTRANS,VERB,VERB_VIII,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_VIII:{i1ota2a3,{i1ota2a3,VERB,VERB_VIII,V_I:1a2u3,1a2u3,VERB,
V_VIII:{i1ota2a3_INTRANS,{i1ota2a3_INTRANS,VERB,VERB_VIII,V_I:1a2u3,1a2u3,VERB,
V_X:{isota1o2a3,{isota1o2a3,VERB,VERB_X,V_I:1a2a3,1a2a3,VERB,
V_X:{isota1o2a3_INTRANS,{isota1o2a3_INTRANS,VERB,VERB_X,V_I:1a2a3,1a2a3,VERB,
V_X:{isota1o2a3,{isota1o2a3,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_X:{isota1o2a3_INTRANS,{isota1o2a3_INTRANS,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2a3_INTRANS,VERB,
V_X:{isota1o2a3,{isota1o2a3,VERB,VERB_X,V_I:1a2i3,1a2i3,VERB,
V_X:{isota1o2a3_INTRANS,{isota1o2a3_INTRANS,VERB,VERB_X,V_I:1a2i3,1a2i3,VERB,
V_X:{isota1o2a3,{isota1o2a3,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_X:{isota1o2a3_INTRANS,{isota1o2a3_INTRANS,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2i3_INTRANS,VERB,
V_X:{isota1o2a3,{isota1o2a3,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
V_X:{isota1o2a3_INTRANS,{isota1o2a3_INTRANS,VERB,VERB_X,V_I:1a2a3_INTRANS,1a2u3_INTRANS,VERB,
QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,VERB_I,V_I:ROOT,ROOT,VERB,
V_IX:{i1o2a3~_INTRANS,{i1o2a3~_INTRANS,VERB,VERB_IX,V_I:1a2u3,1a2u3,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2i3_INTRANS,1a2i3_INTRANS,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2i3,1a2i3,VERB,
MASDAR_M:ma1o2i3+ap,ma1o2i3+ap,NOUN,MASDAR_M,V_I:1a2i3_INTRANS,1a2u3_INTRANS,VERB,
MASDAR:ta1o2i3+ap,ta1o2i3+ap,NOUN,N_VERB_II,V_II:1a2~a3,1a2~a3,VERB,
MASDAR:ta1o2iy3,ta1o2iy3,NOUN,N_VERB_II,V_II:1a2~a3,1a2~a3,VERB,
MASDAR:ti1o2A3,ti1o2A3,NOUN,N_VERB_II,V_II:1a2~a3,1a2~a3,VERB,
MASDAR:ta1o2i3+ap,ta1o2i3+ap,NOUN,N_VERB_II,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
MASDAR:ta1o2iy3,ta1o2iy3,NOUN,N_VERB_II,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
MASDAR:ti1o2A3,ti1o2A3,NOUN,N_VERB_II,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
PASS_PRTC:mu1a2~a3,mu1a2~a3,ADJ,PASS_PRTC,V_II:1a2~a3,1a2~a3,VERB,
PASS_PRTC:mu1a2~a3,mu1a2~a3,ADJ,PASS_PRTC,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
N_LOC:mu1a2~a3,mu1a2~a3,NOUN,N_LOC,V_II:1a2~a3,1a2~a3,VERB,
N_LOC:mu1a2~a3,mu1a2~a3,NOUN,N_LOC,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
MASDAR_M: mu1a2~a3,mu1a2~a3,NOUN,MASDAR_M,V_II:1a2~a3,1a2~a3,VERB,
MASDAR_M: mu1a2~a3,mu1a2~a3,NOUN,MASDAR_M,V_II:1a2~a3_INTRANS,1a2~a3_INTRANS,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_III,V_III:1A2a3,1A2a3,VERB,
MASDAR:mu1A2a3+ap,mu1A2a3+ap,NOUN,N_VERB_III,V_III:1A2a3,1A2a3,VERB,
MASDAR:1i2A3,1i2A3,NOUN,N_VERB_III,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
MASDAR:mu1A2a3+ap,mu1A2a3+ap,NOUN,N_VERB_III,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
PASS_PRTC:mu1A2a3,mu1A2a3,ADJ,PASS_PRTC,V_III:1A2a3,1A2a3,VERB,
PASS_PRTC:mu1A2a3,mu1A2a3,ADJ,PASS_PRTC,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
N_LOC:mu1A2a3,mu1A2a3,NOUN,N_LOC,V_III:1A2a3,1A2a3,VERB,
N_LOC:mu1A2a3,mu1A2a3,NOUN,N_LOC,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
V_V:ta1a2~a3_INTRANS,ta1a2~a3_INTRANS,VERB,VERB_V,V_V:1a2~a3,1a2~a3,VERB,
V_V:ta1a2~a3,ta1a2~a3,VERB,VERB_V,V_V:1a2~a3,1a2~a3,VERB,
V_V:ta1a2~a3_INTRANS,ta1a2~a3_INTRANS,VERB,VERB_V,V_V:1a2~a3_TRANS,1a2~a3_TRANS,VERB,
V_V:ta1a2~a3,ta1a2~a3,VERB,VERB_V,V_V:1a2~a3_TRANS,1a2~a3_TRANS,VERB,
V_VI:ta1A2a3_INTRANS,ta1A2a3_INTRANS,VERB,VERB_VI,V_VI:1A2a3,1A2a3,VERB,
V_VI:ta1A2a3,ta1A2a3,VERB,VERB_VI,V_VI:1A2a3,1A2a3,VERB,
V_VI:ta1A2a3_INTRANS,ta1A2a3_INTRANS,VERB,VERB_VI,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
V_VI:ta1A2a3,ta1A2a3,VERB,VERB_VI,V_III:1A2a3_INTRANS,1A2a3_INTRANS,VERB,
QUAD_ACT_PRTC:mu1a2o3i4,mu1a2o3i4,ADJ,ACT_PRTC,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
QUAD_ACT_PRTC:mu1a2o3i4,mu1a2o3i4,ADJ,ACT_PRTC,QUAD_V_I:1a2o3a4_INTRANS,1a2o3a4_INTRANS,VERB,
QUAD_ACT_PRTC:mu1a2o3i4,mu1a2o3i4,ADJ,ACT_PRTC,QUAD_V_I:1a2o3a4,1a2o3a4,VERB,
